Tên thuốc,Link,Ký tự,Trang
Bột pha hỗn dịch uống Augmentin ES GSK điều trị các nhiễm trùng do vi khuẩn gây ra ở trẻ (100ml),https://nhathuoclongchau.com.vn/thuoc/augmentin-es-gsk-100-ml.html,A,17
Thuốc Alchysin 8400 Reliv điều trị các trường hợp phù nề sau chấn thương (2 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/alchysin-8400-reliv-2-x10.html,A,18
Thuốc Alverin 40mg Vinphaco điều trị đau do co thắt cơ trơn ở đường tiêu hoá (100 viên),https://nhathuoclongchau.com.vn/thuoc/alverin-40-mg-vinphaco-100-v.html,A,18
"Thuốc Amlodipine Stella 10mg điều trị tăng huyết áp, đau thắt ngực ổn định mạn tính (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/amlodipine-10-mg-stella-10-x10.html,A,18
"Thuốc Agicipro 500mg Agimexpharm dùng trong các bệnh nhiễm khuẩn, viêm đường tiết niệu (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agicipro-500-mg-agimexpharm-10-x10.html,A,18
Thuốc Atipiracetam Plus An Thiên hỗ trợ cải thiện trí nhớ và các tổn thương trên não (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atipiracetam-plus-an-thien-10-x10.html,A,18
"Thuốc Aginmezin 5 Agimexpharm điều trị dị ứng hô hấp, viêm mũi, hắt hơi, sổ mũi (10 vỉ x 25 viên)",https://nhathuoclongchau.com.vn/thuoc/aginmezin-5-mg-agimexpharm-10-x25.html,A,18
Thuốc Agosys 25mg Chemipharma điều trị các cơn trầm cảm lớn (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agosys-25-mg-chemipharma-3-x10.html,A,18
Thuốc A.T Simvastatin 20mg An Thiên điều trị Tăng cholesterol máu nguyên phát (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/a-t-simvastatin-20-mg-an-thien-3-x10.html,A,18
Bột pha tiêm Atimezon inj Omeprazole 40mg An Thiên điều trị chứng tăng tiết acid dạ dày (3 lọ bột đông khô + 3 ống dung môi 10 ml),https://nhathuoclongchau.com.vn/thuoc/atimezon-inj-omeprazole-40-mg-an-thien-hop-3-lo-bot-dong-kho-3-ong-dung-moi-10-ml.html,A,18
Thuốc Amerisen 40mg Enlie điều trị hội chứng đại tràng kích thích (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/amerisen-enlie-3-x10.html,A,18
"Thuốc Agimepzol 20 Agimexpharm điều trị loét tá tràng, phòng ngừa tái phát loét tá tràng (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agimepzol-20-agimexpharm-10-x10.html,A,18
"Thuốc Amlodipine 5mg Stella Pharm điều trị tăng huyết áp, đau thắt ngực ổn định mạn tính (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/amlodipine-stella-5-mg-10-x10.html,A,18
Thuốc Apidogrel 75 Apimed phòng ngừa các biến cố do huyết khối động mạch (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/apidogrel-75mg-apimed-3x10-38073.html,A,18
"Thuốc Acerovax-20 điều trị giảm cholesterol toàn phần, rối loạn betalipoprotein máu (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/acerovax-20-aprogen-3x10-38002.html,A,18
"Thuốc Augbactam 562,5 Mekophar điều trị các trường hợp nhiễm khuẩn đường hô hấp trên và tiết niệu (12 gói x 3.2g)",https://nhathuoclongchau.com.vn/thuoc/augbactam-5625-pha-hon-dich-uong-mekophar-hop-12-goi-x-32g-37525.html,A,18
"Thuốc Agi-lanso Agimexpharm điều trị loét dạ dày, tá tràng (2 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agi-lanso-30mg-agimexpharm-2x10-37522.html,A,18
Thuốc cốm Atmurcat 4mg Hóa Dược dự phòng và điều trị các bệnh hô hấp (20 gói x 1g),https://nhathuoclongchau.com.vn/thuoc/atmurcat-4mg-20-goi-x-1g-37050.html,A,18
Thuốc AgiRISDON 2 Agimexpharm điều trị các bệnh loạn thần (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agirisdon-2mg-agimexpharm-10x10-36705.html,A,18
"Thuốc Anbatik Phương Đông điều trị suy giảm trí nhớ, tăng tuần hoàn máu não, làm bền thành mạch (6 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/thuoc-anbatik-phuong-dong-hop-6-vi-x-10-vien-36601.html,A,18
Thuốc AgiTritine 100 Agimexpharm điều trị chứng đau do rối loạn chức năng của ống tiêu hóa và đường mật (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/-35883.html,A,18
"Dung dịch uống Atersin An Thiên long đờm, giảm ho do hen phế quản, viêm phế quản (30 ống x 5ml)",https://nhathuoclongchau.com.vn/thuoc/-35777.html,A,19
Thuốc Axitan 40mg Actavis điều trị trào ngược dạ dày - thực quản (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/-35766.html,A,19
Thuốc A.T fexofenadin 60mg/10ml An Thiên điều trị triệu chứng viêm mũi dị ứng theo mùa (30 ống x 10ml),https://nhathuoclongchau.com.vn/thuoc/a-t-fexofenadin-60-mg-10-ml-an-thien-30-ong-x-10-ml.html,A,19
Bột pha hỗn dịch uống Ardineclav 500/125 Laboratorio Reig Jofre điều trị ngắn ngày nhiễm khuẩn (12 gói),https://nhathuoclongchau.com.vn/thuoc/bot-pha-hon-dich-uong-ardineclav-500125mg-hop-12-goi-35654.html,A,19
Thuốc Asopus 200 An Thiên điều trị bệnh gan mật (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/asopus-200-mg-an-thien-3-x10.html,A,19
"Thuốc Agimepzol 20 Agimexpharm điều trị trào ngược dịch dạ dày - thực quản, loét dạ dày (6 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/ag-ome-20-mg-agimexpharm-6-x10.html,A,19
"Thuốc Aucardil 12.5mg Agimexpharm điều trị tăng huyết áp, suy tim, đau thắt ngực (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/aucardil-12-5-mg-agimexpharm-5-x10.html,A,19
"Thuốc Amlodipine Stada 5mg Cap điều trị tăng huyết áp, đau thắt ngực (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/amlodipine-stada-5mg-cap-3x10-33857.html,A,19
Dung dịch tiêm AtiLeucine inj 500mg/5ml An Thiên điều trị triệu chứng cơn chóng mặt (2 vỉ x 5 ống),https://nhathuoclongchau.com.vn/thuoc/atileucine-inj-500mg5ml-an-thien-hop-2-vi-x-10-ong-33340.html,A,19
Thuốc Agicetam 400 Agimexpharm điều trị triệu chứng chóng mặt (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agicetam-400mg-1217.html,A,19
Thuốc Amoxycilin 250mg Vidipha điều trị nhiễm khuẩn (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/amoxicillin-250mg-vdp-1320.html,A,19
Thuốc Aluvia 200mg/50mg Abbott hỗ trợ điều trị nhiễm HIV-1 (120 viên),https://nhathuoclongchau.com.vn/thuoc/aluvia-20050-1378.html,A,19
Thuốc Acarbose 50 SaVi điều trị đái tháo đường (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/acarbose-50mg-1412.html,A,19
"Thuốc xịt mũi Avamys 27.5mcg GSK điều trị chảy nước mũi, xung huyết mũi (60 liều xịt)",https://nhathuoclongchau.com.vn/thuoc/avamys-spray-275mcg-60-doses-4616.html,A,19
Thuốc Augmentin 625mg GSK điều trị nhiễm khuẩn (2 vỉ x 7 viên),https://nhathuoclongchau.com.vn/thuoc/augmentin-625mg-4632.html,A,19
Thuốc Augbactam 625 Mekophar điều trị nhiễm khuẩn (2 vỉ x 5 viên),https://nhathuoclongchau.com.vn/thuoc/augbactam-625mg-4637.html,A,19
Thuốc Augbactam 1g Mekophar hỗ trợ điều trị nhiễm khuẩn đường hô hấp (2 vỉ x 7 viên),https://nhathuoclongchau.com.vn/thuoc/augbactam-1g-4638.html,A,19
"Thuốc mỡ Atcobeta-N 0,1% Atco điều trị viêm da, chàm dị ứng (15g)",https://nhathuoclongchau.com.vn/thuoc/atcobeta-nm-4663.html,A,19
Thuốc Atasart Tablets 16mg Getz điều trị tăng huyết áp (4 vỉ x 7 viên),https://nhathuoclongchau.com.vn/thuoc/atasart-tablets-16mg-4666.html,A,19
"Thuốc Aspirin pH8 Mekophar giảm cơn đau nhẹ và vừa, hạ sốt (20 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/aspirin-ph8-4670.html,A,19
"Thuốc Arthrobic 15 Mekophar điều trị viêm đau xương khớp, viêm khớp dạng thấp (30 viên)",https://nhathuoclongchau.com.vn/thuoc/arthrobic-15-4682.html,A,20
Thuốc Angioten 50mg Kalbe điều trị tăng huyết áp (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/angioten-4716.html,A,20
Thuốc Ampicilin 500mg Vidipha điều trị nhiễm khuẩn (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/ampicillin-50mg-vidipha-4726.html,A,20
Thuốc bột pha tiêm Ampicillin 1g Mekophar điều trị nhiễm khuẩn (1g),https://nhathuoclongchau.com.vn/thuoc/ampicillin-1g-mekophar-4731.html,A,20
Thuốc Amoxicillin 250mg Mekophar điều trị nhiễm khuẩn (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/amoxicillin-250mg-mkp-4736.html,A,20
"Thuốc Amilavil 10mg Hasan điều trị trầm cảm, đau thần kinh (4 vỉ x 15 viên)",https://nhathuoclongchau.com.vn/thuoc/amilavil-10mg-4762.html,A,20
"Thuốc Allopurinol 300mg Domesco điều trị tăng acid uric máu, sỏi thận (100 viên)",https://nhathuoclongchau.com.vn/thuoc/allopurinol-300mg-lo-domesco-4799.html,A,20
"Gel bôi ngoài da Akneyash điều trị mụn trứng cá, mụn mủ (30g)",https://nhathuoclongchau.com.vn/thuoc/akneyash-gel-30g-4832.html,A,20
"Thuốc Acyclovir Boston 200 điều trị nhiễm Herpes simplex, Herpes zoster, thủy đậu (5 vỉ x 5 viên)",https://nhathuoclongchau.com.vn/thuoc/acyclovir-boston-200-4859.html,A,20
Thuốc Aldan Tablets 5mg Polfarmex điều trị tăng huyết áp (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/aldan-tablets-5mg-3x10-15624.html,A,20
Thuốc Amoksiklav Quick Tabs 625mg Lek điều trị nhiễm khuẩn (7 vỉ x 2 viên),https://nhathuoclongchau.com.vn/thuoc/amoksiklav-quick-tabs-625mg-7x2-18129.html,A,20
"Dung dịch truyền Avelox Infusion Solution Bayer điều trị viêm phổi, nhiễm khuẩn vùng tiểu (250ml)",https://nhathuoclongchau.com.vn/thuoc/avelox-infusion-solution-bayer-250ml-18458.html,A,20
Thuốc Acehasan 200 Hasan làm loãng đờm trong các bệnh phế quản - phổi cấp và mãn tính (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/acehasan-200-10x10-18852.html,A,20
Thuốc AronatBoston 70mg Boston điều trị và dự phòng loãng xương ở phụ nữ sau mãn kinh (1 vỉ x 2 viên),https://nhathuoclongchau.com.vn/thuoc/aronat-70mg-boston-1x2-19198.html,A,20
Thuốc Atorvastatin RVN 20 Roussel giảm cholesterol toàn phần (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atorvastatin-rvn-20-roussel-3x10-19494.html,A,20
"Viên nhai Asthmatin 4 Stella phòng và điều trị hen suyễn, giảm viêm mũi dị ứng (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/asthmatin-stada-3x10-20134.html,A,20
Thuốc Agirovastin 10 Agimexpharm giảm cholesterol toàn phần (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agirovastin-10-agimaxpharm-3x10-20162.html,A,20
Thuốc Atorlog 20mg Bidiphar điều trị tăng cholesterol toàn phần và LDL-cholesterol (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atorlog-20-bidiphar-3x10-20181.html,A,20
Thuốc ADMED Mediplantex phòng và điều trị các bệnh thiếu Vitamin A và D (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/vitamin-ad-mediplantex-10x10-20320.html,A,20
Thuốc kháng sinh Atasic 200mg USP điều trị nhiễm trùng đường hô hấp (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atasic-200mg-usp-3x10-20609.html,A,20
"Thuốc A.T Atorvastatin 10mg An Thiên điều trị tăng cholesterol toàn phần, LDL – cholesterol (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/atorvastatin-10mg-at-20648.html,A,21
"Thuốc Asthmatin 10 Stella phòng và điều trị hen suyễn, giảm viêm mũi dị ứng (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/asthmatin-10mg-stada-3x10-20752.html,A,21
Thuốc Anyfen 300mg United giảm các triệu chứng viêm khớp dạng thấp (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/anyfen-300mg-united-10x10-20810.html,A,21
"Dung dịch tiêm Adrenalin 1mg/1ml hồi sức tim phổi, cấp cứu choáng phản vệ (5 vỉ x 10 ống)",https://nhathuoclongchau.com.vn/thuoc/adrenalin-1mg-vinphaco-5x10-ong-21164.html,A,21
"Thuốc Atorvastatin 10mg Khapharco điều trị tăng cholesterol toàn phần, LDL – cholesterol (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/atorvastatin-10-khanh-hoa-10x10-21412.html,A,21
Thuốc Arbuntec 4 Medisun điều trị ngắn hạn từ đau nhẹ đến đau vừa (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/arbuntec-4mg-medisun-3x10-21453.html,A,21
Thuốc Alphachymotrypsin 4200 USP USA - NIC Pharma chống phù nề (100 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/alphachymotrypsin-4200-usp-usa-nic-100x10-21485.html,A,21
"Thuốc Atocib 60mg DHG điều trị thoái hóa khớp, viêm khớp dạng thấp (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/atocib-60mg-dhg-3x10-22089.html,A,21
"Thuốc Agilecox 200 Agimexpharm điều trị thoái hoá khớp, viêm khớp dạng thấp (2 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agilecox-200mg-agimexpharm-2x10-22102.html,A,21
Thuốc AtiDogrel 75mg An Thiên phòng xơ vữa khối huyết (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atidogrel-75mg-at-10x10-22135.html,A,21
Thuốc Azithromycin 250 Armephaco điều trị nhiễm khuẩn (1 vỉ x 6 viên),https://nhathuoclongchau.com.vn/thuoc/azithromycin-250mg-h1vi-x6v-armephaco-1x6-22405.html,A,21
Kem bôi da Acyclovir Medipharco điều trị nhiễm virus Herpes simplex (5g),https://nhathuoclongchau.com.vn/thuoc/acyclovir-medipharco-5g-22529.html,A,21
Thuốc Azitnic 500 USA - NIC Pharma điều trị nhiễm khuẩn (6 viên),https://nhathuoclongchau.com.vn/thuoc/azitnic-500-usa-nic-6v-22535.html,A,21
"Thuốc Ambron 30mg Vacopharm điều trị viêm phế quản, hen phế quản (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/ambron-30mg-vaco-10x10-22561.html,A,21
"Thuốc Amloda 5mg Armephaco điều trị tăng huyết áp, đau thắt ngực (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/amloda-5mg-armephaco-10x10-22889.html,A,21
"Thuốc Atocib 120mg DHG điều trị thoái hóa khớp, viêm khớp dạng thấp (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/atocib-120mg-dhg-3x10-27882.html,A,21
"Thuốc Alzole 40mg TV.Pharm điều trị viêm thực quản, viêm loét dạ dày, tá tràng (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/alzole-40mg-tvpharm-3x10-28002.html,A,21
"Thuốc Ambroxol Boston 30mg Boston điều trị viêm phế quản, hen phế quản (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/ambroxol-boston-30mg-3x10-28055.html,A,21
Dung dịch uống Argistad 1g Stella điều trị tăng amoniac huyết (20 ống x 5ml),https://nhathuoclongchau.com.vn/thuoc/argistad-1g-stella-20-ong-x-5ml-28590.html,A,21
Thuốc AtiZet Plus 10 mg An Thiên điều trị tăng cholesterol máu ( 3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/ati-zet-plus-an-thien-3x10-29389.html,A,21
Thuốc Arazol-Tab 40 Apimed điều trị bệnh trào ngược dạ dày - thực quản (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/arazol-40mg-apimed-3x10-29538.html,A,22
Thuốc Agitafil 20 Agimexpharm điều trị rối loạn cương dương (1 viên),https://nhathuoclongchau.com.vn/thuoc/agitafil-20mg-agimexpharm-1x1-30006.html,A,22
"Thuốc Agimetpred 16 Agimexpharm chống viêm, ức chế miễn dịch (6 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agimetpred-16mg-agimexpharm-6x10-30073.html,A,22
Thuốc Antivic 75 An Thiên điều trị đau thần kinh trung ương và ngoại biên (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/antivic-75mg-an-thien-10x10-30139.html,A,22
"Thuốc Ahevip 90 Brv điều trị triệu chứng bệnh thoái hóa khớp, viêm khớp dạng thấp, viêm cột sống dính khớp (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/ahevip-90mg-brv-5x10-30155.html,A,22
"Thuốc Aldoric Fort 200mg S.P.M điều trị thoái hóa khớp, viêm khớp (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/aldoric-fort-200mg-spm-3x10-30156.html,A,22
"Thuốc Agimlisin 10 Agimexpharm điều trị tăng huyết áp, suy tim (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agimlisin-10mg-agimexpharm-3x10-30362.html,A,22
Thuốc Agiremid 100 Agimexpharm điều trị các thương tổn niêm mạc dạ dày (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agiremid-100mg-agimexpharm-10x10-30364.html,A,22
"Thuốc Azenmarol 4 Agimexpharm điều trị nhồi máu cơ tim, bệnh tim gây tắc mạch (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/azenmarol-4mg-agimexpharm-10x10-31252.html,A,22
"Thuốc Aceronko 4 Pharbaco dự phòng và điều trị bệnh nhồi máu phổi và cơ tim, huyết khối tĩnh mạch sâu (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/aceronko-4-pharbaco-31779.html,A,22
Thuốc Advagraf 0.5mg Astellas phòng ngừa thải ghép gan hay thận (5 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/advagraf-0-5-mg-astellas-5-x10.html,A,22
Dung dịch tiêm Avastin 100mg/4ml Roche chống tạo mạch và ngăn chặn sự hình thành các mạch máu,https://nhathuoclongchau.com.vn/thuoc/avastin-100-mg-4-ml-roche-4-ml.html,A,22
Thuốc mỡ Atcobeta-S Atco Laboratories Limited giảm biểu hiện viêm của bệnh da tăng sinh tế bào sừng (15g),https://nhathuoclongchau.com.vn/thuoc/atcobeta-s-atco-laboratories-limited-15-g.html,A,22
Thuốc Agihistine 8 Agimexpharm điều trị hội chứng Ménière (5 vỉ x 20 viên),https://nhathuoclongchau.com.vn/thuoc/agihistine-8-agimexpharm-5-x20.html,A,22
"Thuốc Alimta 100mg Eli Lilly điều trị ung thư phổi, u trung biểu mô màng phổi ác tính",https://nhathuoclongchau.com.vn/thuoc/alimta-100mg-eli-lilly-37842.html,A,22
Thuốc Aronfat 200 Savi điều trị tâm thần phân liệt cấp tính và mạn tính (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/aronfat-200mg-savi-3-vi-x-10-vien-37674.html,A,22
Siro Atisyrup Zinc 20mg/10ml An Thiên điều trị thiếu kẽm (30 ống x 10ml),https://nhathuoclongchau.com.vn/thuoc/atisyrup-zinc-20mg10ml-an-thien-1-hop-x-30-ong-37457.html,A,22
"Dung dịch Anzatax 30mg/5ml Pfizer điều trị ung thư buồng trứng, ung thư vú (5ml)",https://nhathuoclongchau.com.vn/thuoc/anzatax-inj-30mg5ml-pfizer-36678.html,A,22
"Thuốc Alertin 10mg Shinpoong Deawoo chỉ định trong trường hợp viêm mũi dị ứng, viêm kết mạc dị ứng (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/alertin-10-mg-shinpoong-3-x10.html,A,22
Thuốc AtiNeuro Gabapentin 250mg/5ml An Thiên điều trị động kinh cục bộ (20 ống),https://nhathuoclongchau.com.vn/thuoc/atineuro-gabapentin-250mg5ml-an-thien-hop-20-ong-nhua-uong-36575.html,A,22
Bột pha hỗn dịch uống Ankodinir Dopharma điều trị nhiễm khuẩn từ nhẹ đến vừa,https://nhathuoclongchau.com.vn/thuoc/ankodinir-trung-uong-2-lo-250mg-36117.html,A,23
Thuốc Agiroxi 50 Agimexpharm điều trị nhiễm khuẩn do Mycoplasma pneumoniae (20 gói x 1.5g),https://nhathuoclongchau.com.vn/thuoc/agiroxi-50-mg-agimexpharm-20-goi-x-1-5-g.html,A,23
Dung dịch uống Amkuk 100ml Mebiphar ngăn ngừa và điều trị thiếu máu do thiếu sắt,https://nhathuoclongchau.com.vn/thuoc/amkuk-mebiphar-100ml-35135.html,A,23
Thuốc Abiratred Dr. Reddy điều trị bệnh ung thư tiền liệt tuyến (120 viên),https://nhathuoclongchau.com.vn/thuoc/abiratred-drreddy-120v-35051.html,A,23
"Thuốc Afinitor 10mg Novartis điều trị ung thư vú, ung thư thận, khối u não, khối u dạ dày, ruột, tụy (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/afinitor-10mg-novartis-3x10-35014.html,A,23
Thuốc Adcetris Takeda điều trị bệnh u lympho Hodgkin CD30+ tái phát hoặc kháng trị,https://nhathuoclongchau.com.vn/thuoc/adcetris-takeda-35016.html,A,23
"Thuốc Alimta 500mg Lilly để điều trị trường hợp u trung biểu mô màng phổi ác tính, ung thư phổi",https://nhathuoclongchau.com.vn/thuoc/alimta-500mg-eli-lilly-35027.html,A,23
Thuốc Agimidin 100mg Agimexpharm điều trị viêm gan B mạn tính (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agimidin-100mg-agimexpharm-3x10-34777.html,A,23
Dung dịch truyền tĩnh mạch Aclasta 5mg Sandoz điều trị loãng xương ở phụ nữ sau mãn kinh,https://nhathuoclongchau.com.vn/thuoc/aclasta-5-mg-100-ml.html,A,23
"Thuốc Amlodipine Stada 10mg Tab điều trị tăng huyết áp, đau thắt ngực (10 vỉ x 14 viên)",https://nhathuoclongchau.com.vn/thuoc/amlodipine-stada-10mg-tab-10x14-33866.html,A,23
"Thuốc Amlodipine Stada 5mg Tab điều trị tăng huyết áp, đau thắt ngực (10 vỉ x 14 viên)",https://nhathuoclongchau.com.vn/thuoc/amlodipine-stada-5mg-tab-10x14-33861.html,A,23
Thuốc Alecensa 150mg Roche hỗ trợ điều trị ung thư phổi (28 vỉ x 8 viên),https://nhathuoclongchau.com.vn/thuoc/alecensa-150mg-roche-28x8-33363.html,A,23
"Thuốc Amiparen 10 Otsuka điều trị cho bệnh nhân giảm protein huyết tương, suy dinh dưỡng (200ml)",https://nhathuoclongchau.com.vn/thuoc/amiparen-10-otsuka-200ml-33441.html,A,23
"Thuốc An Cung Ngưu Hoàng Hoàn thanh nhiệt, giải độc (1 viên)",https://nhathuoclongchau.com.vn/thuoc/an-cung-nguu-hoang-hoan-1vien-763.html,A,23
Dung dịch uống A.T Arginin 800 An Thiên điều trị duy trì tăng amoniac máu (30 ống x 10ml),https://nhathuoclongchau.com.vn/thuoc/at-arginin-800-30-ong-1268.html,A,23
Thuốc Acigmentin 625 Minh Hải điều trị nhiễm khuẩn nặng đường hô hấp trên (2 vỉ x 7 viên),https://nhathuoclongchau.com.vn/thuoc/acigmentin-625mg-1389.html,A,23
Thuốc Ausginin 500 Nam Hà điều trị những bệnh lý về gan gây tăng amoniac trong máu (6 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/ausginin-500mg-4622.html,A,23
Thuốc nhỏ tai Auricularum điều trị viêm tai (1 lọ bột x 1 ống dung môi 10ml),https://nhathuoclongchau.com.vn/thuoc/auricularum-10mg-4626.html,A,23
Thuốc AtorHasan 10mg Hasan điều trị tăng lipid huyết (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/atorhasan-10mg-4658.html,A,23
"Thuốc Arthrobic 7.5 Mekophar điều trị viêm đau xương khớp, viêm khớp dạng thấp (50 viên)",https://nhathuoclongchau.com.vn/thuoc/arthrobic-75-4681.html,A,23
"Dung dịch xịt họng Anginovag Ferrer hỗ trợ điều trị các bệnh lý ở miệng, họng (10ml)",https://nhathuoclongchau.com.vn/thuoc/anginovag-ferrer-10ml-4717.html,A,24
Thuốc AMK 625mg R.X điều trị nhiễm trùng đường hô hấp (2 vỉ x 5 viên),https://nhathuoclongchau.com.vn/thuoc/amk-625mg-4753.html,A,24
"Siro Ameflu Expectorant OPV thông mũi, long đờm (60ml)",https://nhathuoclongchau.com.vn/thuoc/ameflu-ban-ngay-60ml-4766.html,A,24
"Bột đông khô pha tiêm AlphaChymotripsin 5000IU Bidiphar điều trị phù nề sau chấn thương, phẩu thuật (3 lọ bột x 3 ống dung môi)",https://nhathuoclongchau.com.vn/thuoc/alphachymotrypsin-5000iu-4793.html,A,24
Dịch truyền tĩnh mạch Albutein 25% Grifols điều trị sốc giảm thể tích (50ml),https://nhathuoclongchau.com.vn/thuoc/albutein-25-50ml-4821.html,A,24
Thuốc Albendazol Stella 400mg điều trị nhiễm một hoặc nhiều loại ký sinh trùng đường ruột (1 vỉ x 1 viên),https://nhathuoclongchau.com.vn/thuoc/albendazol-400mg-4825.html,A,24
Thuốc Agicarvir 0.5mg Agimexpharm điều trị bệnh nhiễm virus gan B (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/agicarvir-05mg-4839.html,A,24
"Thuốc Agicardi 5mg Agimexpharm điều trị tăng huyết áp, đau thắt ngực (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agicardi-5mg-4840.html,A,24
"Thuốc Agdicerin 50mg Agimexpharm điều trị triệu chứng các bệnh thoái hóa khớp hông, gối (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/agdicerin-50mg-4842.html,A,24
"Thuốc Arthur 200mg Davi Pharm điều trị triệu chứng đau do rối loạn tiêu hoá, đường mật (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/arthur-200mg-10x10-14552.html,A,24
Thuốc Aromasin 25mg Pfizer hỗ trợ điều trị ung thư ở phụ nữ sau mãn kinh (2 vỉ x 15 viên),https://nhathuoclongchau.com.vn/thuoc/aromasin-25mg-2x15-pfizer-14958.html,A,24
Thuốc nhỏ mắt Acuvail Allergan điều trị đau và viêm sau phẫu thuật đục thủy tinh thể (30 ống x 0.4ml),https://nhathuoclongchau.com.vn/thuoc/acuvail-15334.html,A,24
Thuốc Augtipha 625mg Tipharco điều trị nhiễm khuẩn (2 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/augtipha-625mg-tipharco-2x10-20006.html,A,24
